InstanceType,Duration,PaymentOption,ReservedInstanceOfferingId,FixedPrice
i3.2xlarge.search,94608000,PARTIAL_UPFRONT,db822e71-1a2d-4665-baa0-e9fd23018cfa,7693.0
i3.2xlarge.search,94608000,NO_UPFRONT,f49e917e-ef6d-41ed-b181-a877fb1e288a,0.0
i3.4xlarge.search,31536000,ALL_UPFRONT,3c10487b-d72f-4534-8958-f72ea44ca01c,13335.0
i3.4xlarge.search,94608000,NO_UPFRONT,526c332c-5648-411a-9908-7376e8d43ada,0.0
i3.4xlarge.search,94608000,PARTIAL_UPFRONT,5835becb-365f-46ee-9bcb-8be97917e548,15387.0
i3.4xlarge.search,94608000,ALL_UPFRONT,7add87e5-1211-41a8-a2c7-bb9848ab0fbe,29543.0
i3.4xlarge.search,31536000,PARTIAL_UPFRONT,7f87c229-fc8e-4e8f-9c42-4e413f3eae8f,6873.0
i3.4xlarge.search,31536000,NO_UPFRONT,bfe51bbe-4e57-4dcb-93f3-7f79cdd28c66,0.0
i3.8xlarge.search,31536000,PARTIAL_UPFRONT,2bfb3bd7-d1a5-416d-9caf-22c68e62b26a,13749.0
i3.8xlarge.search,94608000,ALL_UPFRONT,33f3d0df-3c84-48a1-a755-6f6323105e67,59098.0
i3.8xlarge.search,94608000,NO_UPFRONT,35b1c743-8ed4-41a6-b325-e785f69f2bcf,0.0
i3.8xlarge.search,94608000,PARTIAL_UPFRONT,88a1affd-e3db-4d41-b754-a59fd43ea28e,30780.0
i3.8xlarge.search,31536000,NO_UPFRONT,8b7878db-0adf-4749-87a4-e18bc83b6333,0.0
i3.8xlarge.search,31536000,ALL_UPFRONT,a436a57c-b4d2-43f7-bb70-84e8ac072ee4,26676.0
i3.large.search,31536000,PARTIAL_UPFRONT,58d081e2-2a78-443c-8b39-087d0a1cd6bf,860.0
i3.large.search,31536000,NO_UPFRONT,5de6ede0-4b7f-4a35-964c-045d8ffc7898,0.0
i3.large.search,94608000,PARTIAL_UPFRONT,79f166cb-e08d-40b4-ab5d-18ca0bb7fd83,1925.0
i3.large.search,94608000,NO_UPFRONT,af56a642-64c6-4fe4-9785-f09c6df37e7b,0.0
i3.large.search,94608000,ALL_UPFRONT,c33356fb-a47e-4470-8fd0-630b203bc9c1,3696.0
i3.large.search,31536000,ALL_UPFRONT,e7890ca3-5597-4187-bf6c-b25b453b87e7,1668.0
i3.xlarge.search,31536000,PARTIAL_UPFRONT,0b5c44c2-9b6c-4c7e-8449-30c7ca645a25,1720.0
i3.xlarge.search,94608000,ALL_UPFRONT,34c610c9-e653-4798-9333-78cb54d4430b,7392.0
i3.xlarge.search,94608000,NO_UPFRONT,6504c763-8dcd-49f1-a2f9-ab9a2379439d,0.0
i3.xlarge.search,94608000,PARTIAL_UPFRONT,dad6e03f-dc07-4d14-884c-2e4cbca05927,3850.0
i3.xlarge.search,31536000,NO_UPFRONT,dc4ab0bc-6fd5-4ae1-b1b5-51637962a2f7,0.0
i3.xlarge.search,31536000,ALL_UPFRONT,e0df509b-6273-4d15-a637-6fa939cc0ace,3337.0
i4i.12xlarge.search,94608000,PARTIAL_UPFRONT,1dd73a7c-4f61-4023-8357-01cc30f1a077,50786.0
i4i.12xlarge.search,31536000,ALL_UPFRONT,34741499-84df-4563-a010-bed97efb557a,44015.0
i4i.12xlarge.search,31536000,NO_UPFRONT,5140ac38-a443-42f3-8a3f-3b1470bb9f77,0.0
i4i.12xlarge.search,31536000,PARTIAL_UPFRONT,55d6a8dc-0dde-4396-bac7-12b9a56f0d42,22684.0
i4i.12xlarge.search,94608000,NO_UPFRONT,97093de4-fc2f-464a-92a0-60b99edd9fa5,0.0
i4i.12xlarge.search,94608000,ALL_UPFRONT,cfce5509-93f2-4b0d-b563-5f4b9b1d4aed,97509.0
i4i.16xlarge.search,94608000,PARTIAL_UPFRONT,0440ff67-b661-4337-a133-9714aaee2150,67717.0
i4i.16xlarge.search,94608000,ALL_UPFRONT,6c97f10e-3f30-43f7-9bdd-5b7f85f028fe,130017.0
i4i.16xlarge.search,31536000,PARTIAL_UPFRONT,804285e1-5fab-4532-9857-ba1e46a2997a,30247.0
i4i.16xlarge.search,94608000,NO_UPFRONT,8f27e4da-637f-4e1c-bd63-4f710787f8aa,0.0
i4i.16xlarge.search,31536000,ALL_UPFRONT,a226dcdd-bdab-430e-aba8-74ba5a7e4489,58688.0
i4i.16xlarge.search,31536000,NO_UPFRONT,fa4c6a9f-85db-402b-862a-4f7c32e5f101,0.0
i4i.24xlarge.search,31536000,ALL_UPFRONT,05e33834-460c-4018-b624-d8c49d3799d7,88029.0
i4i.24xlarge.search,94608000,ALL_UPFRONT,1ac85955-2042-4fb6-9cc3-2aca9fc57c47,195019.0
